src,src_pagerank,src_betweenness,src_closeness,src_triangle_count,dst,dst_pagerank,dst_betweenness,dst_closeness,weight
babel-helper-call-delegate,0.17211011904761903,0,0.38666666666666666,8,babel-runtime,3.7016796235476606,32.00000000000003,2,0.25
babel-helper-hoist-variables,0.18657340029761904,0,0.2947368421052632,3,babel-runtime,3.7016796235476606,32.00000000000003,2,0.5
babel-helper-get-function-arity,0.21518206448412694,0,0.2947368421052632,5,babel-runtime,3.7016796235476606,32.00000000000003,2,0.5
babel-plugin-transform-es2015-parameters,0.15607142857142856,0.30025062656641605,0.4050632911392405,11,babel-runtime,3.7016796235476606,32.00000000000003,2,0.16666666666666666
babel-plugin-transform-es2015-destructuring,0.15607142857142856,0.10025062656641603,1,0,babel-runtime,3.7016796235476606,32.00000000000003,2,1
babel-plugin-transform-es2015-typeof-symbol,0.15607142857142856,0.10025062656641603,1,0,babel-runtime,3.7016796235476606,32.00000000000003,2,1
babel-plugin-transform-es2015-modules-commonjs,0.15607142857142856,0.30025062656641605,0.3125,5,babel-runtime,3.7016796235476606,32.00000000000003,2,0.25
babel-plugin-transform-strict-mode,0.18316517857142858,0,0.2947368421052632,3,babel-runtime,3.7016796235476606,32.00000000000003,2,0.5
babel-plugin-transform-es2015-block-scoping,0.17081150793650793,1.2476190476190476,0.3918918918918919,13,babel-runtime,3.7016796235476606,32.00000000000003,2,0.2
babel-plugin-syntax-async-functions,0.16474007936507934,0,1,1,babel-runtime,3.7016796235476606,32.00000000000003,2,1
babel-plugin-transform-es2015-for-of,0.17081150793650793,0.10025062656641603,1,2,babel-runtime,3.7016796235476606,32.00000000000003,2,1
babel-generator,0.15835452946738587,0,0.35555555555555557,9,babel-runtime,3.7016796235476606,32.00000000000003,2,0.1111111111111111
babel-plugin-transform-regenerator,0.15607142857142856,0.047619047619047616,0.39333333333333337,17,babel-runtime,3.7016796235476606,32.00000000000003,2,0.1111111111111111
babel-template,0.4447319006556182,0,0.38888888888888884,35,babel-runtime,3.7016796235476606,32.00000000000003,2,0.2
babel-helpers,0.15835452946738587,0,0.29591836734693877,3,babel-runtime,3.7016796235476606,32.00000000000003,2,0.5
babel-register,0.15835452946738587,0,0.39285714285714285,4,babel-runtime,3.7016796235476606,32.00000000000003,2,0.125
babel-core,0.2064267983195448,0,0.5188679245283019,32,babel-runtime,3.7016796235476606,32.00000000000003,2,0.047619047619047616
babel-code-frame,0.2119012470760427,0,0.5714285714285714,4,babel-runtime,3.7016796235476606,32.00000000000003,2,0.2
babel-types,1.1941806195879947,0,0.38571428571428573,61,babel-runtime,3.7016796235476606,32.00000000000003,2,0.2
babel-traverse,0.6299613836312564,0,0.5192307692307693,46,babel-runtime,3.7016796235476606,32.00000000000003,2,0.1
babel-messages,0.27433116623927123,0,1,10,babel-runtime,3.7016796235476606,32.00000000000003,2,1
babel-plugin-syntax-flow,0.17727083333333332,0,1,0,babel-runtime,3.7016796235476606,32.00000000000003,2,1
babylon,0.30224574955257716,0,1,9,babel-runtime,3.7016796235476606,32.00000000000003,2,1
babel-plugin-transform-es2015-literals,0.15607142857142856,0.10025062656641603,1,0,babel-runtime,3.7016796235476606,32.00000000000003,2,1
babel-plugin-transform-es2015-template-literals,0.15607142857142856,0.10025062656641603,1,0,babel-runtime,3.7016796235476606,32.00000000000003,2,1
babel-polyfill,0.15,0,1.3333333333333333,1,babel-runtime,3.7016796235476606,32.00000000000003,2,0.3333333333333333
babel-plugin-transform-es2015-classes,0.15607142857142856,1.300250626566416,0.425,23,babel-runtime,3.7016796235476606,32.00000000000003,2,0.1111111111111111
babel-plugin-transform-es2015-block-scoped-functions,0.15607142857142856,0.10025062656641603,1,0,babel-runtime,3.7016796235476606,32.00000000000003,2,1
babel-plugin-transform-es2015-arrow-functions,0.15607142857142856,0.10025062656641603,1,0,babel-runtime,3.7016796235476606,32.00000000000003,2,1
babel-plugin-transform-es2015-function-name,0.15607142857142856,0.10025062656641603,0.31,3,babel-runtime,3.7016796235476606,32.00000000000003,2,0.3333333333333333
babel-plugin-transform-es2015-shorthand-properties,0.15607142857142856,0.10025062656641603,0.2947368421052632,1,babel-runtime,3.7016796235476606,32.00000000000003,2,0.5
babel-plugin-transform-es2015-object-super,0.15607142857142856,0.10025062656641603,0.30097087378640774,1,babel-runtime,3.7016796235476606,32.00000000000003,2,0.5
babel-helper-replace-supers,0.2310704365079365,0,0.4,17,babel-runtime,3.7016796235476606,32.00000000000003,2,0.16666666666666666
babel-helper-optimise-call-expression,0.19747505787037037,0,0.2947368421052632,6,babel-runtime,3.7016796235476606,32.00000000000003,2,0.5
babel-plugin-transform-es2015-duplicate-keys,0.15607142857142856,0.10025062656641603,0.2947368421052632,1,babel-runtime,3.7016796235476606,32.00000000000003,2,0.5
babel-plugin-transform-es2015-computed-properties,0.15607142857142856,0.30025062656641605,0.3076923076923077,2,babel-runtime,3.7016796235476606,32.00000000000003,2,0.3333333333333333
babel-helper-function-name,0.2533643849206349,0,0.39473684210526316,17,babel-runtime,3.7016796235476606,32.00000000000003,2,0.2
babel-helper-define-map,0.20896031746031746,0,0.31313131313131315,8,babel-runtime,3.7016796235476606,32.00000000000003,2,0.25
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-template-literals,0.15607142857142856,0.10025062656641603,1,0.047619047619047616
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-literals,0.15607142857142856,0.10025062656641603,1,0.047619047619047616
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-function-name,0.15607142857142856,0.10025062656641603,0.31,0.047619047619047616
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-arrow-functions,0.15607142857142856,0.10025062656641603,1,0.047619047619047616
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-block-scoped-functions,0.15607142857142856,0.10025062656641603,1,0.047619047619047616
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-classes,0.15607142857142856,1.300250626566416,0.425,0.047619047619047616
babel-helper-replace-supers,0.2310704365079365,0,0.4,17,babel-helper-optimise-call-expression,0.19747505787037037,0,0.2947368421052632,0.16666666666666666
babel-plugin-transform-es2015-classes,0.15607142857142856,1.300250626566416,0.425,23,babel-helper-optimise-call-expression,0.19747505787037037,0,0.2947368421052632,0.1111111111111111
babel-plugin-transform-es2015-object-super,0.15607142857142856,0.10025062656641603,0.30097087378640774,1,babel-helper-replace-supers,0.2310704365079365,0,0.4,0.5
babel-plugin-transform-es2015-classes,0.15607142857142856,1.300250626566416,0.425,23,babel-helper-replace-supers,0.2310704365079365,0,0.4,0.1111111111111111
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-object-super,0.15607142857142856,0.10025062656641603,0.30097087378640774,0.047619047619047616
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-shorthand-properties,0.15607142857142856,0.10025062656641603,0.2947368421052632,0.047619047619047616
babel-helper-define-map,0.20896031746031746,0,0.31313131313131315,8,babel-helper-function-name,0.2533643849206349,0,0.39473684210526316,0.25
babel-plugin-transform-es2015-function-name,0.15607142857142856,0.10025062656641603,0.31,3,babel-helper-function-name,0.2533643849206349,0,0.39473684210526316,0.3333333333333333
babel-plugin-transform-es2015-classes,0.15607142857142856,1.300250626566416,0.425,23,babel-helper-function-name,0.2533643849206349,0,0.39473684210526316,0.1111111111111111
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-computed-properties,0.15607142857142856,0.30025062656641605,0.3076923076923077,0.047619047619047616
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-duplicate-keys,0.15607142857142856,0.10025062656641603,0.2947368421052632,0.047619047619047616
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-sticky-regex,0.15607142857142856,0.600250626566416,0.3020833333333333,0.047619047619047616
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-unicode-regex,0.15607142857142856,0.600250626566416,0.26153846153846155,0.047619047619047616
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-check-es2015-constants,0.15607142857142856,0.10025062656641603,1,0.047619047619047616
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-spread,0.15607142857142856,0.10025062656641603,1,0.047619047619047616
babel-plugin-transform-es2015-parameters,0.15607142857142856,0.30025062656641605,0.4050632911392405,11,babel-helper-call-delegate,0.17211011904761903,0,0.38666666666666666,0.16666666666666666
babel-helper-call-delegate,0.17211011904761903,0,0.38666666666666666,8,babel-helper-hoist-variables,0.18657340029761904,0,0.2947368421052632,0.25
babel-helper-function-name,0.2533643849206349,0,0.39473684210526316,17,babel-helper-get-function-arity,0.21518206448412694,0,0.2947368421052632,0.2
babel-plugin-transform-es2015-parameters,0.15607142857142856,0.30025062656641605,0.4050632911392405,11,babel-helper-get-function-arity,0.21518206448412694,0,0.2947368421052632,0.16666666666666666
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-parameters,0.15607142857142856,0.30025062656641605,0.4050632911392405,0.047619047619047616
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-destructuring,0.15607142857142856,0.10025062656641603,1,0.047619047619047616
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-typeof-symbol,0.15607142857142856,0.10025062656641603,1,0.047619047619047616
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-modules-commonjs,0.15607142857142856,0.30025062656641605,0.3125,0.047619047619047616
babel-plugin-transform-es2015-modules-commonjs,0.15607142857142856,0.30025062656641605,0.3125,5,babel-plugin-transform-strict-mode,0.18316517857142858,0,0.2947368421052632,0.25
babel-plugin-transform-regenerator,0.15607142857142856,0.047619047619047616,0.39333333333333337,17,babel-plugin-syntax-async-functions,0.16474007936507934,0,1,0.1111111111111111
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-for-of,0.17081150793650793,0.10025062656641603,1,0.047619047619047616
babel-plugin-transform-regenerator,0.15607142857142856,0.047619047619047616,0.39333333333333337,17,babel-plugin-transform-es2015-for-of,0.17081150793650793,0.10025062656641603,1,0.1111111111111111
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-regenerator,0.15607142857142856,0.047619047619047616,0.39333333333333337,0.047619047619047616
babel-core,0.2064267983195448,0,0.5188679245283019,32,babel-helpers,0.15835452946738587,0,0.29591836734693877,0.047619047619047616
babel-plugin-transform-es2015-classes,0.15607142857142856,1.300250626566416,0.425,23,babel-messages,0.27433116623927123,0,1,0.1111111111111111
babel-helper-replace-supers,0.2310704365079365,0,0.4,17,babel-messages,0.27433116623927123,0,1,0.16666666666666666
babel-traverse,0.6299613836312564,0,0.5192307692307693,46,babel-messages,0.27433116623927123,0,1,0.1
babel-generator,0.15835452946738587,0,0.35555555555555557,9,babel-messages,0.27433116623927123,0,1,0.1111111111111111
babel-core,0.2064267983195448,0,0.5188679245283019,32,babel-messages,0.27433116623927123,0,1,0.047619047619047616
babel-traverse,0.6299613836312564,0,0.5192307692307693,46,babylon,0.30224574955257716,0,1,0.1
babel-core,0.2064267983195448,0,0.5188679245283019,32,babylon,0.30224574955257716,0,1,0.047619047619047616
babel-template,0.4447319006556182,0,0.38888888888888884,35,babylon,0.30224574955257716,0,1,0.2
babel-plugin-transform-regenerator,0.15607142857142856,0.047619047619047616,0.39333333333333337,17,babylon,0.30224574955257716,0,1,0.1111111111111111
fbjs,0.1925,0,0.5769230769230769,1,babel-plugin-syntax-flow,0.17727083333333332,0,1,0.16666666666666666
karma,0.15,0,0.2646370023419204,2,http-proxy,0.19026867667356795,0,1.5,0.043478260869565216
foxy,0.1547222222222222,0,0.3229571984435798,5,http-proxy,0.19026867667356795,0,1.5,0.14285714285714285
http-server,0.15,0,0.6451612903225806,0,http-proxy,0.19026867667356795,0,1.5,0.125
update-notifier,0.19260119047619045,0,0.3563218390804597,4,latest-version,0.17728516865079363,0,0.3513513513513513,0.16666666666666666
github-username,0.1536748608763032,0,0.297029702970297,0,gh-got,0.21530813873626373,10,0.47368421052631576,0.5
got,0.44865396611460995,21,0.8095238095238095,2,url-parse-lax,0.1817766834694534,0,2,0.08333333333333333
got,0.44865396611460995,21,0.8095238095238095,2,create-error-class,0.1817766834694534,0,2,0.08333333333333333
configstore,0.19643546626984126,0,0.7894736842105263,5,dot-prop,0.23423750633818344,0,2,0.1111111111111111
sort-on,0.15455357142857143,0,1,0,dot-prop,0.23423750633818344,0,2,0.5
gifsicle,0.19655116071428572,0,0.20909816440542697,0,logalot,0.3137711127232143,6,0.2109090909090909,0.3333333333333333
jpegtran-bin,0.19655116071428572,0,0.20909816440542697,0,logalot,0.3137711127232143,6,0.2109090909090909,0.3333333333333333
optipng-bin,0.1849133705357143,0,0.20909816440542697,0,logalot,0.3137711127232143,6,0.2109090909090909,0.3333333333333333
inquirer,0.20799453398593165,0,0.6170212765957447,20,cli-cursor,0.16359964260677243,0,0.8,0.07692307692307693
bin-wrapper,0.3137711127232143,16.5,0.21693121693121695,1,each-async,0.2242532999155963,0,1.5,0.16666666666666666
yeoman-doctor,0.15455357142857143,0,0.3032258064516129,4,each-async,0.2242532999155963,0,1.5,0.125
download,0.23622654648562502,0,0.2627906976744186,9,each-async,0.2242532999155963,0,1.5,0.06666666666666667
cli-cursor,0.16359964260677243,0,0.8,0,restore-cursor,0.2890534107373996,2,1.5,1
sinon,0.16865946821036107,0,1,1,formatio,0.18582989354395607,0,2,0.25
yeoman-generator,0.16865946821036107,0,0.2731122088920254,26,istextorbinary,0.19617486087630318,2,1.5,0.02564102564102564
gulp-replace,0.15,0,0.6086956521739131,1,istextorbinary,0.19617486087630318,2,1.5,0.3333333333333333
gifsicle,0.19655116071428572,0,0.20909816440542697,0,bin-wrapper,0.3137711127232143,16.5,0.21693121693121695,0.3333333333333333
jpegtran-bin,0.19655116071428572,0,0.20909816440542697,0,bin-wrapper,0.3137711127232143,16.5,0.21693121693121695,0.3333333333333333
optipng-bin,0.1849133705357143,0,0.20909816440542697,0,bin-wrapper,0.3137711127232143,16.5,0.21693121693121695,0.3333333333333333
download,0.23622654648562502,0,0.2627906976744186,9,ware,0.16338107531552193,0,1,0.06666666666666667
koa,0.15,0,0.7906976744186047,5,composition,0.15554347826086956,0,1.5,0.043478260869565216
ware,0.16338107531552193,0,1,0,wrap-fn,0.2888382444542158,1,2,1
skipper,0.15255,0,0.3557692307692307,7,multiparty,0.16178795454545455,0,1,0.09090909090909091
decompress-unzip,0.1710431986915582,3.6166666666666667,0.42105263157894735,0,yauzl,0.2101953288008489,1,1,0.14285714285714285
extract-zip,0.18567220160590275,0,0.5,0,yauzl,0.2101953288008489,1,1,0.25
yauzl,0.2101953288008489,1,1,0,fd-slicer,0.46614157736038336,2,2,1
multiparty,0.16178795454545455,0,1,0,fd-slicer,0.46614157736038336,2,2,1
gulp-decompress,0.16338107531552193,0,0.24581724581724584,1,archive-type,0.2228103390870871,1,2,0.25
bin-build,0.3137711127232143,19.5,0.23076923076923078,0,archive-type,0.2228103390870871,1,2,0.14285714285714285
download,0.23622654648562502,0,0.2627906976744186,9,filenamify,0.16338107531552193,0,1,0.06666666666666667
yeoman-generator,0.16865946821036107,0,0.2731122088920254,26,cross-spawn,0.1536748608763032,0,0.32857142857142857,0.02564102564102564
twig,0.1664213169642857,0,0.5333333333333333,0,walk,0.22327905970982143,2,1,0.5
sails,0.15,0,0.2925824175824176,37,walk,0.22327905970982143,2,1,0.02
bin-version-check,0.2108722246000744,0,0.27710843373493976,2,bin-version,0.20973341124028605,0,0.3278688524590164,0.3333333333333333
execa,0.34968745312533583,5,0.4,2,npm-run-path,0.2094387041887814,0,2,0.2
yo,0.15,0,0.353021978021978,20,root-check,0.15455357142857143,0,0.42424242424242425,0.03571428571428571
root-check,0.15455357142857143,0,0.42424242424242425,0,downgrade-root,0.21568526785714284,0.5,1.5,0.5
insight,0.15455357142857143,0,0.3797909407665505,7,os-name,0.1645967261904762,0,0.8333333333333334,0.1111111111111111
gulp-autoprefixer,0.15,0,0.26975476839237056,2,autoprefixer,0.1755,3,0.7333333333333334,0.2
autoprefixer,0.1755,3,0.7333333333333334,2,browserslist,0.17486249999999998,0,2,0.16666666666666666
xcode,0.15595758928571427,0,0.48148148148148145,0,simple-plist,0.19418798363095238,0,0.6666666666666666,0.3333333333333333
simple-plist,0.19418798363095238,0,0.6666666666666666,0,bplist-parser,0.30679752678571426,0,2,0.3333333333333333
default-browser-id,0.31567208333333335,3,0.2981366459627329,0,bplist-parser,0.30679752678571426,0,2,0.3333333333333333
cordova-common,0.17417187499999998,0,0.5769230769230769,13,bplist-parser,0.30679752678571426,0,2,0.08333333333333333
simple-plist,0.19418798363095238,0,0.6666666666666666,0,bplist-creator,0.20501992869543653,0,2,0.3333333333333333
marked-terminal,0.19853803571428574,0,0.5555555555555556,0,node-emoji,0.1837514660714286,0,2,0.2
cordova-lib,0.1682142857142857,0,0.3288201160541586,22,properties-parser,0.15595758928571427,0,2,0.041666666666666664
cordova-lib,0.1682142857142857,0,0.3288201160541586,22,aliasify,0.15595758928571427,0,0.47058823529411764,0.041666666666666664
string.prototype.trim,0.160625,0,0.5789473684210527,2,define-properties,0.19551041666666666,0,1.5,0.3333333333333333
memory-fs,0.19218125,0,0.625,1,errno,0.25331663671875,1,2,0.5
less,0.203666875,0,0.34649122807017546,0,errno,0.25331663671875,1,2,0.125
browser-sync,0.15,0,0.3109815354713314,8,query-string,0.1547222222222222,0,2,0.037037037037037035
browser-sync,0.15,0,0.3109815354713314,8,browser-sync-ui,0.1547222222222222,0,0.33544303797468356,0.037037037037037035
eazy-logger,0.1735099206349206,0,0.4444444444444444,1,lodash.clonedeep,0.22047185846560843,1,2,0.3333333333333333
node-notifier,0.1755,3.5,0.33962264150943394,1,lodash.clonedeep,0.22047185846560843,1,2,0.14285714285714285
browser-sync,0.15,0,0.3109815354713314,8,eazy-logger,0.1735099206349206,0,0.4444444444444444,0.037037037037037035
foxy,0.1547222222222222,0,0.3229571984435798,5,eazy-logger,0.1735099206349206,0,0.4444444444444444,0.14285714285714285
bin-build,0.3137711127232143,19.5,0.23076923076923078,0,exec-series,0.18810077797353317,0,2,0.14285714285714285
gulp-imagemin,0.15,0,0.2008224811514736,2,plur,0.1682142857142857,0,2,0.14285714285714285
imagemin-gifsicle,0.16429821428571428,0,0.17670682730923695,0,gifsicle,0.19655116071428572,0,0.20909816440542697,0.3333333333333333
imagemin-jpegtran,0.16429821428571428,0,0.17670682730923695,0,jpegtran-bin,0.19655116071428572,0,0.20909816440542697,0.3333333333333333
imagemin-optipng,0.16429821428571428,0,0.1788124156545209,0,optipng-bin,0.1849133705357143,0,0.20909816440542697,0.25
bin-build,0.3137711127232143,19.5,0.23076923076923078,0,url-regex,0.18810077797353317,0,2,0.14285714285714285
gulp-minify-css,0.15,0,0.2681564245810056,1,vinyl-bufferstream,0.17124999999999999,0,0.42857142857142855,0.16666666666666666
chai,0.1659375,0,1.3333333333333333,1,deep-eql,0.197015625,0,2,0.3333333333333333
nock,0.15,0,0.7777777777777777,0,chai,0.1659375,0,1.3333333333333333,0.125
node-inspector,0.15,0,0.2731326644370123,2,strong-data-uri,0.1585,0,2,0.06666666666666667
biased-opener,0.1585,0,0.23540856031128407,0,x-default-browser,0.19490833333333335,0,0.23444976076555024,0.3333333333333333
del,0.1957817138671875,0,0.42857142857142855,3,is-path-in-cwd,0.1737734938267299,0,1,0.14285714285714285
gulp-inject,0.15,0,0.27586206896551724,1,stream-to-array,0.1682142857142857,0,2,0.14285714285714285
geojsonhint,0.1972644861111111,0,0.489795918367347,0,jsonlint-lines,0.18353496263888888,0,0.4137931034482759,0.2
sails,0.15,0,0.2925824175824176,37,uid-safe,0.16671666666666665,0,1.5,0.02
express-session,0.15,0,0.8666666666666667,0,uid-safe,0.16671666666666665,0,1.5,0.1111111111111111
jwa,0.2318125,2,0.24358974358974356,1,ecdsa-sig-formatter,0.21568020833333335,0,2,0.3333333333333333
helmet,0.15,0,0.4933333333333333,0,frameguard,0.1615909090909091,0,2,0.09090909090909091
messageformat,0.17161125,0,0.463768115942029,1,watchr,0.17917391249999998,1,0.75,0.2
watchr,0.17917391249999998,1,0.75,7,extendr,0.16903070312499996,0,1,0.125
taskgroup,0.2169227356770833,0,0.6666666666666666,1,ambi,0.24219216266276042,0,1,0.5
watchr,0.17917391249999998,1,0.75,7,eachr,0.2169227356770833,0,1,0.125
extract-opts,0.16903070312499996,0,1,4,eachr,0.2169227356770833,0,1,0.3333333333333333
watchr,0.17917391249999998,1,0.75,7,extract-opts,0.16903070312499996,0,1,0.125
eachr,0.2169227356770833,0,1,4,typechecker,0.48386497309570303,0,2,0.5
extract-opts,0.16903070312499996,0,1,4,typechecker,0.48386497309570303,0,2,0.3333333333333333
watchr,0.17917391249999998,1,0.75,7,typechecker,0.48386497309570303,0,2,0.125
extendr,0.16903070312499996,0,1,1,typechecker,0.48386497309570303,0,2,0.5
ambi,0.24219216266276042,0,1,0,typechecker,0.48386497309570303,0,2,0.5
watchr,0.17917391249999998,1,0.75,7,scandirectory,0.16903070312499996,0,0.55,0.125
scandirectory,0.16903070312499996,0,0.55,3,ignorefs,0.2169227356770833,2,2,0.3333333333333333
watchr,0.17917391249999998,1,0.75,7,ignorefs,0.2169227356770833,2,2,0.125
watchr,0.17917391249999998,1,0.75,7,taskgroup,0.2169227356770833,0,0.6666666666666666,0.125
scandirectory,0.16903070312499996,0,0.55,3,taskgroup,0.2169227356770833,0,0.6666666666666666,0.3333333333333333
i18n,0.15255,0,0.3644859813084112,1,math-interval-parser,0.17161125,0,2,0.16666666666666666
mini-lr,0.17124999999999999,0,0.49019607843137253,3,faye-websocket,0.20010280729166668,0,1,0.16666666666666666
tiny-lr,0.182416875,0,0.49019607843137253,2,faye-websocket,0.20010280729166668,0,1,0.16666666666666666
faye-websocket,0.20010280729166668,0,1,0,websocket-driver,0.3200221354166667,1,2,1
grunt-contrib-watch,0.15255,0,0.3305084745762712,2,gaze,0.182416875,0,0.38235294117647056,0.25
broccoli-persistent-filter,0.2067375,1,0.46835443037974683,10,walk-sync,0.17674426339285715,0,0.42857142857142855,0.07142857142857142
broccoli-funnel,0.20036249999999997,0,0.49253731343283585,6,walk-sync,0.17674426339285715,0,0.42857142857142855,0.08333333333333333
broccoli-persistent-filter,0.2067375,1,0.46835443037974683,10,symlink-or-copy,0.2400477999441964,0,2,0.07142857142857142
broccoli-plugin,0.1979775669642857,0,0.39622641509433965,7,symlink-or-copy,0.2400477999441964,0,2,0.25
broccoli-merge-trees,0.17486249999999998,0,0.4054054054054054,4,symlink-or-copy,0.2400477999441964,0,2,0.14285714285714285
broccoli-funnel,0.20036249999999997,0,0.49253731343283585,6,symlink-or-copy,0.2400477999441964,0,2,0.08333333333333333
broccoli-merge-trees,0.17486249999999998,0,0.4054054054054054,4,fast-ordered-set,0.26956611328124996,1,2,0.14285714285714285
fs-tree-diff,0.1979775669642857,0,0.8333333333333334,5,fast-ordered-set,0.26956611328124996,1,2,0.5
broccoli-funnel,0.20036249999999997,0,0.49253731343283585,6,fast-ordered-set,0.26956611328124996,1,2,0.08333333333333333
broccoli-persistent-filter,0.2067375,1,0.46835443037974683,10,promise-map-series,0.20462215262276784,1,2,0.07142857142857142
broccoli-plugin,0.1979775669642857,0,0.39622641509433965,7,promise-map-series,0.20462215262276784,1,2,0.25
broccoli-merge-trees,0.17486249999999998,0,0.4054054054054054,4,can-symlink,0.17123330357142857,0,1,0.14285714285714285
broccoli-persistent-filter,0.2067375,1,0.46835443037974683,10,md5-hex,0.16255191964285712,0,2,0.07142857142857142
restify,0.15,0,0.4033149171270718,3,csv,0.156375,0,0.7777777777777777,0.05
csv,0.156375,0,0.7777777777777777,0,csv-stringify,0.18322968750000002,0,1,0.25
lodash.reduce,0.16962175324675324,0,1,0,lodash._baseiteratee,0.2701487418831168,0,2,0.3333333333333333
lodash.some,0.16962175324675324,0,1,0,lodash._baseiteratee,0.2701487418831168,0,2,0.5
csv-stringify,0.18322968750000002,0,1,0,lodash.get,0.305745234375,1,2,1
restify,0.15,0,0.4033149171270718,3,backoff,0.156375,0,2,0.05
sequelize,0.15,0,0.8695652173913044,2,terraformer-wkt-parser,0.15796875,0,2,0.0625
statsd,0.15,0,0.6428571428571428,0,hashring,0.1925,0,1.5,0.3333333333333333
sinopia,0.15,0,0.3179791976225854,7,sinopia-htpasswd,0.1551,0,1,0.04
markdown-it,0.18295875,0,1,1,linkify-it,0.18110298749999998,0,2,0.2
gulp-watch,0.15,0,0.2418655097613883,5,glob2base,0.16416666666666666,0,2,0.1111111111111111
gulp-notify,0.15,0,0.2668213457076566,2,node.extend,0.1755,0,2,0.2
marked-terminal,0.19853803571428574,0,0.5555555555555556,0,cardinal,0.1837514660714286,1,1,0.2
phantomjs-prebuilt,0.18573836805555555,0,0.3375,0,request-progress,0.18567220160590275,0,2,0.125
phantomjs,0.15,0,0.3375,0,request-progress,0.18567220160590275,0,2,0.125
uncss,0.1925,0,0.3221649484536082,0,phridge,0.16818055555555556,0,0.2665094339622641,0.1111111111111111
babel-plugin-transform-es2015-unicode-regex,0.15607142857142856,0.600250626566416,0.26153846153846155,1,regexpu-core,0.19422023809523808,0,1,0.3333333333333333
regexpu-core,0.19422023809523808,0,1,0,regjsparser,0.20502906746031746,0,2,0.3333333333333333
pg,0.15,0,0.64,0,pg-types,0.1682142857142857,0,1,0.14285714285714285
helmet-csp,0.1615909090909091,0,0.6818181818181819,0,lodash.reduce,0.16962175324675324,0,1,0.14285714285714285
helmet-csp,0.1615909090909091,0,0.6818181818181819,0,lodash.some,0.16962175324675324,0,1,0.14285714285714285
helmet-csp,0.1615909090909091,0,0.6818181818181819,0,content-security-policy-builder,0.16962175324675324,0,2,0.14285714285714285
gulp-useref,0.15,0,0.28200972447325773,5,is-relative-url,0.16416666666666666,0,2,0.1111111111111111
minimize,0.1925,4,0.4036697247706422,0,diagnostics,0.173375,0,0.43333333333333335,0.14285714285714285
diagnostics,0.173375,0,0.43333333333333335,0,kuler,0.19912291666666668,0,2,0.3333333333333333
diagnostics,0.173375,0,0.43333333333333335,0,enabled,0.19912291666666668,0,2,0.3333333333333333
diagnostics,0.173375,0,0.43333333333333335,0,colorspace,0.19912291666666668,1,0.5,0.3333333333333333
colorspace,0.19912291666666668,1,0.5,0,color,0.23462723958333334,0,0.6666666666666666,0.5
color,0.23462723958333334,0,0.6666666666666666,0,color-string,0.24971657682291667,0,1,0.5
should,0.15,0,1.3333333333333333,2,should-equal,0.1925,0,2,0.3333333333333333
should,0.15,0,1.3333333333333333,2,should-format,0.1925,0,2,0.3333333333333333
require-uncached,0.153984375,0,0.7142857142857143,0,caller-path,0.215443359375,0,1,0.5
caller-path,0.215443359375,0,1,0,caller-callsite,0.33312685546875,1,2,1
eslint,0.15,0,0.4568345323741007,8,is-resolvable,0.153984375,0,2,0.03125
es-abstract,0.19551041666666666,0,0.875,2,es-to-primitive,0.19154596354166667,0,1.3333333333333333,0.25
jsonwebtoken,0.15,0,0.20469798657718122,0,jws,0.1925,0,0.2436974789915966,0.3333333333333333
jws,0.1925,0,0.2436974789915966,1,jwa,0.2318125,2,0.24358974358974356,0.5
uncss,0.1925,0,0.3221649484536082,0,is-html,0.16818055555555556,0,2,0.1111111111111111
express,0.24669344142691796,0,0.7192982456140351,14,vary,0.35051540353017346,0,0,0.04
compression,0.1882409877232143,0,0.7857142857142857,0,vary,0.35051540353017346,0,0,0.16666666666666666
koa,0.15,0,0.7906976744186047,5,vary,0.35051540353017346,0,0,0.043478260869565216
method-override,0.15255,0,1,1,vary,0.35051540353017346,0,0,0.25
cors,0.15,0,2,0,vary,0.35051540353017346,0,0,1
